Estado,Usuario_agencia_estatal,Usuario_municipal?,Fecha,Mes,Dia,Ano,Factura no.,Marca,Pais_origen_empresa,No_piezas,Costo_Pesos_Mex,Calibre,Semi_auto_auto_n_a,Tipo,Comentario
Nayarit,,Policias municipales,20/2/2009,2,20,2009,2564,Beretta,Italia,50,"790,817",5.56mm,n.a.,Fusil de asalto,
Nayarit,,Policias municipales,20/2/2009,2,20,2009,2564,Beretta,Italia,50,"382,743",9mm,n.a.,Pistola,
Nayarit,,Policias municipales,20/2/2009,2,20,2009,2564,Glock,Austria,10,"73,092",9mm,n.a.,Pistola,
Nayarit,,Policias municipales,20/2/2009,2,20,2009,2564,Heckler & Koch,Alemania,10,"212,372",5.56mm,Semi-auto,Fusil,
Nayarit,,Policias municipales,30/6/2009,6,30,2009,3052,Beretta,Italia,11,"173,980",5.56mm,n.a.,Fusil de asalto,
Nayarit,,Policias municipales,30/6/2009,6,30,2009,3052,Beretta,Italia,33,"252,610",9mm,n.a.,Pistola,
Nayarit,,Policias municipales,30/6/2009,6,30,2009,3052,Beretta,Italia,50,"790,817",5.56mm,n.a.,Fusil de asalto,
Nayarit,,Policias municipales,30/6/2009,6,30,2009,3052,Beretta,Italia,50,"382,743",9mm,n.a.,Pistola,
Nayarit,,Policias municipales,30/6/2009,6,30,2009,3052,Glock,Austria,10,"73,092",9mm,n.a.,Pistola,
Nayarit,,Policias municipales,30/6/2009,6,30,2009,3052,Heckler & Koch,Alemania,10,"212,372",5.56mm,Semi-auto,Fusil,
Nayarit,Procuradoria General de Justicia,,25/8/2009,8,25,2009,3228,Beretta,Italia,150,"1,234,812",9mm,Semi-auto,Pistola,
Nayarit,Procuradoria General de Justicia,,25/8/2009,8,25,2009,3228,Colt,Estados Unidos,150,"2,730,465",".223"" rem",Semi-auto,Carabina,
Nayarit,n.a.,,30/9/2009,9,30,2009,3378,Beretta,Italia,20,"162,445",9mm,n.a.,Pistola,
Nayarit,n.a.,,30/9/2009,9,30,2009,3379,Beretta,Italia,20,"173,541",9mm,Semi-auto,Pistola,
Nayarit,n.a.,,30/9/2009,9,30,2009,3381,Beretta,Italia,11,"249,512",5.56mm,Semi-auto,Fusil,
Nayarit,n.a.,,30/9/2009,9,30,2009,3378,Bushmaster,Estados Unidos,10,"183,565",".223"" rem",Automática,Carabina,
Nayarit,n.a.,,30/9/2009,9,30,2009,3380,Colt,Estados Unidos,50,"1,019,987",".223"" rem",Semi-auto,Carabina,
Nayarit,n.a.,,30/9/2009,9,30,2009,3380,Combined Systems,Estados Unidos,10,"66,349",NA,n.a.,Lanzador simple,
Nayarit,n.a.,,30/9/2009,9,30,2009,3380,Glock,Austria,83,"585,993",9mm,n.a.,Pistola,
Nayarit,n.a.,,30/9/2009,9,30,2009,3379,I.W.I.,Israel,20,"440,623",5.56mm,Semi-auto,Fusil de asalto,
Nayarit,n.a.,,10/12/2009,12,10,2009,3624,Beretta,Italia,2,"16,310",9mm,n.a.,Pistola,
Nayarit,n.a.,,10/12/2009,12,10,2009,3624,Bushmaster,Estados Unidos,3,"66,093",".223"" rem",Automática,Carabina,
Nayarit,Secretaria de Seguridad Publica del Estado de Veracruz,,10/12/2009,12,10,2009,3622,Beretta,Italia,38,"307,867",9mm,n.a.,Pistola,
Nayarit,Secretaria de Seguridad Publica del Estado de Veracruz,,10/12/2009,12,10,2009,3622,Beretta,Italia,9,"199,403",5.56mm,Semi-auto,Rifle,
Nayarit,Procuradoria General de Justicia,,24/12/2009,12,24,2009,3747,Beretta,Italia,5,"42,447",9mm,Semi-auto,Pistola,
Nayarit,,Policias municipales,24/12/2009,12,24,2009,3753,Beretta,Italia,11,"173,980",5.56mm,n.a.,Fusil de asalto,
Nayarit,,Policias municipales,24/12/2009,12,24,2009,5305,Beretta,Italia,11,"173,980",5.56mm,n.a.,Fusil,
Nayarit,,Policias municipales,24/12/2009,12,24,2009,3752,Beretta,Italia,50,"790,817",5.56mm,n.a.,Fusil de asalto,
Nayarit,,Policias municipales,24/12/2009,12,24,2009,5304,Beretta,Italia,50,"790,817",5.56mm,n.a.,Fusil de asalto,
Nayarit,,Policias municipales,24/12/2009,12,24,2009,5304,Glock,Austria,35,"247,100",9mm,n.a.,Pistola,
Nayarit,,Policias municipales,24/12/2009,12,24,2009,5304,Heckler & Koch,Alemania,10,"212,372",5.56mm,Semi-auto,Fusil,
Nayarit,n.a.,,17/6/2010,6,17,2010,4263,Beretta,Italia,60,"406,647",9mm,n.a.,Pistola,
Nayarit,,Policias municipales,17/6/2010,6,17,2010,4262,Beretta,Italia,9,"167,717",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,13/7/2010,7,13,2010,4380,Glock,Austria,44,"306,479",".40""",n.a.,Pistola,
Nayarit,,Policias municipales,13/7/2010,7,13,2010,4381,Beretta,Italia,20,"361,715",5.56mm,n.a.,Fusil,
Nayarit,,Policias municipales,13/7/2010,7,13,2010,4381,Beretta,Italia,50,"330,672",9mm,n.a.,Pistola,
Nayarit,,Policias municipales,13/7/2010,7,13,2010,4382,Beretta,Italia,15,"96,988",9mm,n.a.,Pistola,
Nayarit,,Policias municipales,13/7/2010,7,13,2010,4382,Beretta,Italia,15,"265,232",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,6/9/2010,9,6,2010,4738,Beretta,Italia,3,"20,595",9mm,n.a.,Pistola,
Nayarit,,Policias municipales,18/11/2010,11,18,2010,5072,Beretta,Italia,2,"37,472",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,18/11/2010,11,18,2010,5073,Beretta,Italia,48,"367,497",9mm,Semi-auto,Pistola,
Nayarit,,Policias municipales,18/11/2010,11,18,2010,5073,Beretta,Italia,47,"924,863",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,18/1/2011,1,18,2011,5467,Heckler & Koch,Alemania,4,"97,170",9mm,Automática,Pistola ametralladora,
Nayarit,,Policias municipales,18/1/2011,1,18,2011,5467,Mossberg,Estados Unidos,2,"5,772",12 G.A.,n.a.,Escopeta,
Nayarit,,Policias municipales,18/1/2011,1,18,2011,5465,Beretta,Italia,1,"19,633",5.56mm,Semi-auto,Rifle,
Nayarit,n.a.,,19/1/2011,1,19,2011,5474,Beretta,Italia,40,"305,545",9mm,Semi-auto,Pistola,
Nayarit,n.a.,,19/1/2011,1,19,2011,5474,Beretta,Italia,40,"785,324",5.56mm,Semi-auto,Rifle,
Nayarit,n.a.,,19/1/2011,1,19,2011,5475,Beretta,Italia,15,"294,496",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,19/1/2011,1,19,2011,5476,Beretta,Italia,11,"215,964",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,19/1/2011,1,19,2011,5473,Beretta,Italia,4,"30,555",9mm,Semi-auto,Pistola,
Nayarit,,Policias municipales,19/1/2011,1,19,2011,5473,Beretta,Italia,3,"58,899",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,19/1/2011,1,19,2011,5471,Beretta,Italia,2,"15,312",9mm,Semi-auto,Pistola,
Nayarit,,Policias municipales,19/1/2011,1,19,2011,5472,Beretta,Italia,2,"39,266",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,20/5/2011,5,20,2011,127801,Sako,Finlandia,1,"79,908",".308"" win",n.a.,Fusil sniper,
Nayarit,n.a.,,14/6/2011,6,14,2011,127991,Beretta,Italia,15,"110,786",9mm,Semi-auto,Pistola,
Nayarit,,Policias municipales,14/6/2011,6,14,2011,127992,Beretta,Italia,63,"433,944",".40""",Semi-auto,Pistola,
Nayarit,,Policias municipales,14/6/2011,6,14,2011,127992,Beretta,Italia,35,"659,295",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,14/6/2011,6,14,2011,127989,Beretta,Italia,16,"111,457",9mm,n.a.,Pistola,
Nayarit,,Policias municipales,14/6/2011,6,14,2011,127989,Beretta,Italia,20,"381,001",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,14/6/2011,6,14,2011,127990,Beretta,Italia,25,"183,334",9mm,Semi-auto,Pistola,
Nayarit,,Policias municipales,14/6/2011,6,14,2011,127990,Beretta,Italia,5,"94,241",5.56mm,Semi-auto,Rifle,
Nayarit,n.a.,,28/6/2011,6,28,2011,32,Beretta,Italia,150,"1,122,908",9mm,Semi-auto,Pistola,
Nayarit,n.a.,,28/6/2011,6,28,2011,32,Beretta,Italia,150,"2,886,098",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,28/6/2011,6,28,2011,31,Beretta,Italia,1,"6,888",".40""",Semi-auto,Pistola,
Nayarit,Procuradoria General de Justicia,,8/7/2011,7,8,2011,58,Colt,Estados Unidos,105,"2,245,819",5.56mm,Semi-auto,Carabina,
Nayarit,Procuradoria General de Justicia,,7/9/2011,9,7,2011,434,Colt,Estados Unidos,24,"513,330",5.56mm,Semi-auto,Carabina,
Nayarit,,Policias municipales,7/9/2011,9,7,2011,433,Combined Systems,Estados Unidos,1,"5,933",NA,n.a.,Lanzador simple,
Nayarit,,Policias municipales,7/9/2011,9,7,2011,431,Beretta,Italia,33,"641,072",5.56mm,Semi-auto,Rifle,
Nayarit,n.a.,,4/10/2011,10,4,2011,600,Beretta,Italia,270,"5,400,837",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,18/10/2011,10,18,2011,720,Beretta,Italia,40,"755,274",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,18/10/2011,10,18,2011,721,Beretta,Italia,1,"18,882",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,13/1/2012,1,13,2012,1189,Beretta,Italia,50,"40,267",9mm,Semi-auto,Pistola,
Nayarit,,Policias municipales,13/1/2012,1,13,2012,1189,Beretta,Italia,50,"1,028,747",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,13/1/2012,1,13,2012,1189,Sako,Finlandia,1,"98,805",".308"" win",n.a.,Fusil,
Nayarit,,Policias municipales,8/5/2012,5,8,2012,1645,Beretta,Italia,10,"74,775",9mm,Semi-auto,Pistola,
Nayarit,,Policias municipales,8/5/2012,5,8,2012,1645,Beretta,Italia,10,"199,038",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,8/5/2012,5,8,2012,1643,Beretta,Italia,36,"277,042",9mm,Semi-auto,Pistola,
Nayarit,,Policias municipales,8/5/2012,5,8,2012,1643,Beretta,Italia,44,"901,316",5.56mm,Semi-auto,Rifle,
Nayarit,Procuradoria General de Justicia,,14/6/2012,6,14,2012,3323,Colt,Estados Unidos,121,"2,588,037",5.56mm,Semi-auto,Carabina,
Nayarit,,Policias municipales,3/8/2012,8,3,2012,5531,Beretta,Italia,11,"82,060",9mm,Semi-auto,Pistola,
Nayarit,,Policias municipales,3/8/2012,8,3,2012,5531,Beretta,Italia,8,"158,859",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,19/1/2013,1,19,2013,5477,Beretta,Italia,15,"291,805",5.56mm,Semi-auto,Rifle,
Nayarit,n.a.,,12/7/2013,7,12,2013,18673,Beretta,Italia,103,"787,265",9mm,Semi-auto,Pistola,
Nayarit,n.a.,,12/7/2013,7,12,2013,18673,Beretta,Italia,83,"1,688,643",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,26/9/2013,9,26,2013,19080,Beretta,Italia,50,"1,212,037",5.56mm,Semi-auto,Rifle,
Nayarit,,Policias municipales,27/9/2013,9,27,2013,19080,Beretta,Italia,50,"341,491",9mm,Semi-auto,Pistola,
Nayarit,Fiscalia General del Estado,,17/3/2017,3,17,2017,598,Beretta,Italia,374,"189,306",9mm,n.a.,Pistola,
Nuevo León,Secretaría de Seguridad Pública,,14/3/2006,3,14,2006,760,Heckler & Koch,Alemania,101,"1,400,592",5.56mm,Semi-auto,Fusil,
Nuevo León,Secretaría de Seguridad Pública,,14/3/2006,3,14,2006,761,Heckler & Koch,Alemania,129,"1,775,055",5.56mm,Semi-auto,Fusil,
Nuevo León,Secretaría de Seguridad Pública,,4/4/2006,4,4,2006,795,Heckler & Koch,Alemania,111,"1,417,708",5.56mm,Semi-auto,Fusil,
Nuevo León,,Policias municipales,31/8/2006,8,31,2006,1072,Glock,Austria,330,"1,891,613",9mm,n.a.,Pistola,
Nuevo León,,Policias municipales,31/8/2006,8,31,2006,1072,Mossberg,Estados Unidos,2,"4,960",12 G.A.,n.a.,Escopeta,
Nuevo León,Procuraduría General de Justicia,,11/1/2007,1,11,2007,1286,Bushmaster,Estados Unidos,30,"388,452",5.56mm,Semi-auto,Carabina,
Nuevo León,Secretaría de Seguridad Pública,,12/4/2007,4,12,2007,1385,Beretta,Italia,100,"574,723",9mm,n.a.,Pistola,
Nuevo León,Procuraduría General de Justicia,,11/6/2007,6,11,2007,1461,Beretta,Italia,39,"238,415",9mm,n.a.,Pistola,
Nuevo León,Procuraduría General de Justicia,,11/6/2007,6,11,2007,1461,Bushmaster,Estados Unidos,120,"1,900,955",5.56mm,Semi-auto,Carabina,
Nuevo León,Coord. Consejo de Seguridad Pública,Policias municipales,18/6/2007,6,18,2007,1464,Beretta,Italia,108,"1,340,829",5.56mm,n.a.,Rifle de asalto,
Nuevo León,Coord. Consejo de Seguridad Pública,Policias municipales,18/6/2007,6,18,2007,1464,Heckler & Koch,Alemania,92,"1,215,715",5.56mm,Semi-auto,Fusil,
Nuevo León,,Policias municipales,6/10/2007,10,6,2007,1590,Beretta,Italia,108,"1,340,829",5.56mm,n.a.,Rifle de asalto,
Nuevo León,,Policias municipales,6/10/2007,10,6,2007,1590,Heckler & Koch,Alemania,92,"1,215,715",5.56mm,Semi-auto,Fusil,
Nuevo León,Coord. Consejo de Seguridad Pública,,25/10/2007,10,25,2007,1612,Beretta,Italia,1010,"6,873,589",9mm,Semi-auto,Pistola,
Nuevo León,Coord. Consejo de Seguridad Pública,,25/10/2007,10,25,2007,1612,Bushmaster,Estados Unidos,209,"2,728,463",5.56mm,Semi-auto,Carabina,
Nuevo León,Coord. Consejo de Seguridad Pública,,23/6/2008,6,23,2008,1982,Beretta,Italia,54,"360,256",9mm,n.a.,Pistola,
Nuevo León,Coord. Consejo de Seguridad Pública,,23/6/2008,6,23,2008,1983,Beretta,Italia,54,"360,256",9mm,n.a.,Pistola,
Nuevo León,Coord. Consejo de Seguridad Pública,,23/6/2008,6,23,2008,1982,Bushmaster,Estados Unidos,120,"1,603,248",5.56mm,Semi-auto,Carabina,
Nuevo León,Coord. Consejo de Seguridad Pública,,23/6/2008,6,23,2008,1983,Bushmaster,Estados Unidos,120,"1,603,248",5.56mm,Semi-auto,Carabina,
Nuevo León,Coord. Consejo de Seguridad Pública,,23/6/2008,6,23,2008,1982,Heckler & Koch,Alemania,13,"240,614",5.56mm,Semi-auto,Fusil,
Nuevo León,Coord. Consejo de Seguridad Pública,,23/6/2008,6,23,2008,1983,Heckler & Koch,Alemania,13,"240,614",5.56mm,Semi-auto,Fusil,
Nuevo León,Coord. Consejo de Seguridad Pública,,23/6/2008,6,23,2008,1982,I.W.I.,Israel,67,"1,265,187",5.56mm,Semi-auto,Fusil de asalto,
Nuevo León,Coord. Consejo de Seguridad Pública,,23/6/2008,6,23,2008,1983,I.W.I.,Israel,67,"1,265,187",5.56mm,Semi-auto,Fusil de asalto,
Nuevo León,Coord. Consejo de Seguridad Pública,,24/6/2008,6,24,2008,1989,Beretta,Italia,53,"3,535,885",9mm,n.a.,Pistola,
Nuevo León,Coord. Consejo de Seguridad Pública,,24/6/2008,6,24,2008,1989,Bushmaster,Estados Unidos,120,"1,603,248",5.56mm,Semi-auto,Carabina,
Nuevo León,Coord. Consejo de Seguridad Pública,,24/6/2008,6,24,2008,1989,Heckler & Koch,Alemania,13,"240,614",5.56mm,Semi-auto,Fusil,
Nuevo León,Coord. Consejo de Seguridad Pública,,24/6/2008,6,24,2008,1989,I.W.I.,Israel,67,"1,265,187",5.56mm,Semi-auto,Fusil de asalto,
Nuevo León,Coord. Consejo de Seguridad Pública,,18/7/2008,7,18,2008,2037,Beretta,Italia,97,"653,434",9mm,n.a.,Pistola,
Nuevo León,Secretaría de Seguridad Pública,,9/10/2008,10,9,2008,2232,Glock,Austria,58,"320,129",9mm,n.a.,Pistola,
Nuevo León,Secretaría de Seguridad Pública,,9/10/2008,10,9,2008,2232,Heckler & Koch,Alemania,57,"977,390",5.56mm,Semi-auto,Fusil,
Nuevo León,Secretaría de Seguridad Pública,,30/10/2008,10,30,2008,2263,Beretta,Italia,10,"73,376",9mm,n.a.,Pistola,
Nuevo León,Secretaría de Seguridad Pública,,30/10/2008,10,30,2008,2264,Beretta,Italia,10,"73,376",9mm,n.a.,Pistola,
Nuevo León,Secretaría de Seguridad Pública,,30/10/2008,10,30,2008,2263,Bushmaster,Estados Unidos,128,"2,275,840",5.56mm,Semi-auto,Carabina,
Nuevo León,Secretaría de Seguridad Pública,,30/10/2008,10,30,2008,2264,Bushmaster,Estados Unidos,128,"2,275,840",5.56mm,Semi-auto,Carabina,
Nuevo León,Secretaría de Seguridad Pública,,30/10/2008,10,30,2008,2263,Heckler & Koch,Alemania,4,"110,063",9mm,Automática,Pistola ametralladora,
Nuevo León,Secretaría de Seguridad Pública,,30/10/2008,10,30,2008,2264,Heckler & Koch,Alemania,4,"110,063",9mm,Automática,Pistola ametralladora,
Nuevo León,Secretaría de Seguridad Pública,,25/11/2008,11,25,2008,2308,Beretta,Italia,398,"2,891,693",9mm,Semi-auto,Pistola,
Nuevo León,Secretaría de Seguridad Pública,,25/11/2008,11,25,2008,2308,Bushmaster,Estados Unidos,345,"5,487,108",5.56mm,n.a.,Carabina,
Nuevo León,Coord. Consejo de Seguridad Pública,,12/1/2009,1,12,2009,2473,Beretta,Italia,384,"2,789,975",9mm,Semi-auto,Pistola,
Nuevo León,Coord. Consejo de Seguridad Pública,,12/1/2009,1,12,2009,2473,Bushmaster,Estados Unidos,321,"5,105,395",5.56mm,n.a.,Carabina,
Nuevo León,,Policias municipales,23/1/2009,1,23,2009,2484,Beretta,Italia,33,"249,344",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,23/1/2009,1,23,2009,2484,Bushmaster,Estados Unidos,11,"185,944",5.56mm,n.a.,Carabina,
Nuevo León,,Policias municipales,23/1/2009,1,23,2009,2484,Bushmaster,Estados Unidos,4,"76,285",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,23/1/2009,1,23,2009,2484,Mossberg,Estados Unidos,2,"6,249",12 G.A.,n.a.,Escopeta,
Nuevo León,,Policias municipales,23/1/2009,1,23,2009,2484,Norinco,China,1,"18,510",NA,n.a.,Lanzador simple,
Nuevo León,,Policias municipales,23/1/2009,1,23,2009,2484,Remington,Estados Unidos,1,"9,154",".308"" win",n.a.,Rifle,
Nuevo León,,Policias municipales,23/1/2009,1,23,2009,2484,Smith & Wesson,Estados Unidos,2,"29,716",5.56mm,Semi-auto,Rifle,
Nuevo León,,Policias municipales,28/1/2009,1,28,2009,2536,Beretta,Italia,33,"251,343",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,28/1/2009,1,28,2009,2536,Colt,Estados Unidos,11,"228,683",".223"" rem",Semi-auto,Carabina,
Nuevo León,,Policias municipales,28/1/2009,1,28,2009,2536,Combined Systems,Estados Unidos,1,"6,761",NA,n.a.,Lanzador simple,
Nuevo León,,Policias municipales,28/1/2009,1,28,2009,2536,I.W.I.,Israel,2,"49,793",5.56mm,Semi-auto,Fusil de asalto,
Nuevo León,,Policias municipales,28/1/2009,1,28,2009,2536,Mossberg,Estados Unidos,2,"6,249",12 G.A.,n.a.,Escopeta,
Nuevo León,,Policias municipales,28/1/2009,1,28,2009,2536,Remington,Estados Unidos,1,"9,154",".308"" win",n.a.,Rifle,
Nuevo León,,Policias municipales,28/1/2009,1,28,2009,2536,Sig Sauer,Estados Unidos,10,"131,591",".357"" sig",n.a.,Pistola,
Nuevo León,Coord. Consejo de Seguridad Pública,,23/4/2009,4,23,2009,2797,Brugger and Thomet,Suiza,64,"1,174,030",9mm,Automática,Subametralladora,
Nuevo León,Coord. Consejo de Seguridad Pública,,23/4/2009,4,23,2009,2797,DSA,Estados Unidos,20,"400,286",".308"" win",Automática,Fusil,
Nuevo León,,Policias municipales,15/5/2009,5,15,2009,2845,Beretta,Italia,33,"251,343",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,15/5/2009,5,15,2009,2845,Bushmaster,Estados Unidos,11,"185,944",5.56mm,n.a.,Carabina,
Nuevo León,,Policias municipales,15/5/2009,5,15,2009,2845,Combined Systems,Estados Unidos,1,"6,761",NA,n.a.,Lanzador simple,
Nuevo León,,Policias municipales,15/5/2009,5,15,2009,2845,Heckler & Koch,Alemania,4,"107,372",9mm,Semi-auto,Pistola ametralladora,
Nuevo León,,Policias municipales,15/5/2009,5,15,2009,2845,Mossberg,Estados Unidos,2,"6,249",12 G.A.,n.a.,Escopeta,
Nuevo León,,Policias municipales,15/5/2009,5,15,2009,2845,Sako,Finlandia,1,"64,903",".308"" win",n.a.,Rifle tactico,
Nuevo León,,Policias municipales,20/5/2009,5,20,2009,2859,Beretta,Italia,10,"76,427",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,20/5/2009,5,20,2009,2859,Colt,Estados Unidos,2,"41,099",".223"" rem",Semi-auto,Carabina,
Nuevo León,,Policias municipales,20/5/2009,5,20,2009,2859,Combined Systems,Estados Unidos,1,"6,683",NA,n.a.,Lanzador simple,
Nuevo León,,Policias municipales,20/5/2009,5,20,2009,2859,Heckler & Koch,Alemania,4,"228,976",9mm,Automática,Pistola ametralladora,
Nuevo León,,Policias municipales,20/5/2009,5,20,2009,2859,Mossberg,Estados Unidos,2,"6,177",12 G.A.,n.a.,Escopeta,
Nuevo León,,Policias municipales,20/5/2009,5,20,2009,2859,Remington,Estados Unidos,1,"9,048",".308"" win",n.a.,Rifle,
Nuevo León,,Policias municipales,8/7/2009,7,8,2009,3074,Beretta,Italia,10,"82,233",9mm,Semi-auto,Pistola,
Nuevo León,Coord. Consejo de Seguridad Pública,,6/11/2009,11,6,2009,3504,Beretta,Italia,125,"1,026,046",9mm,n.a.,Pistola,
Nuevo León,Coord. Consejo de Seguridad Pública,,6/11/2009,11,6,2009,3504,Heckler & Koch,Alemania,42,"1,208,711",5.56mm,Semi-auto,Fusil,
Nuevo León,,Policias municipales,9/11/2009,11,9,2009,3506,Smith & Wesson,Estados Unidos,2,"30,445",5.56mm,Semi-auto,Rifle,costo poco legible
Nuevo León,Coord. Consejo de Seguridad Pública,,30/11/2009,11,30,2009,3586,Beretta,Italia,40,"1,181,180",5.56mm,Automática,Fusil,
Nuevo León,Coord. Consejo de Seguridad Pública,,30/11/2009,11,30,2009,3586,Beretta,Italia,125,"1,026,046",9mm,n.a.,Pistola,
Nuevo León,,Policias municipales,18/10/2010,10,18,2010,4910,Beretta,Italia,2,"46,787",5.56mm,Automática,Fusil,
Nuevo León,,,8/12/2010,12,8,2010,5246,Beretta,Italia,130,"3,257,832",5.56mm,Semi-auto,Fusil,
Nuevo León,,,8/12/2010,12,8,2010,5246,Beretta,Italia,39,"271,675",9mm,n.a.,Pistola,
Nuevo León,,Policias municipales,9/8/2011,8,9,2011,297,Sako,Finlandia,1,"64,903",".308"" win",n.a.,Fusil,
Nuevo León,Procuradoria General de Justicia,,24/11/2011,11,24,2011,964,Beretta,Italia,187,"4,964,850",5.56mm,Automática,Fusil,
Nuevo León,Procuradoria General de Justicia,,24/11/2011,11,24,2011,964,Beretta,Italia,150,"1,107,023",9mm,n.a.,Pistola,
Nuevo León,Procuradoria General de Justicia,,9/1/2012,1,9,2012,1128,Beretta,Italia,7,"185,850",5.56mm,Automática,Fusil,
Nuevo León,,,9/4/2012,4,9,2012,332,I.W.I.,Israel,200,"4,613,200",5.56mm,Semi-auto,Fusil,"costo, piezas poco legibles"
Nuevo León,,,9/4/2012,4,9,2012,332,Sako,Finlandia,2,"173,978",".308"" win",n.a.,Fusil,
Nuevo León,Secretaría de Seguridad Pública,,7/9/2012,9,7,2012,7064,Beretta,Italia,100,"2,435,963",5.56mm,Semi-auto,Rifle,
Nuevo León,Secretaría de Seguridad Pública,,7/9/2012,9,7,2012,7065,Beretta,Italia,140,"3,410,349",5.56mm,Semi-auto,Rifle,
Nuevo León,Secretaría de Seguridad Pública,,7/9/2012,9,7,2012,7060,Beretta,Italia,58,"414,716",9mm,Semi-auto,Pistola,
Nuevo León,Secretaría de Seguridad Pública,,7/9/2012,9,7,2012,7070,Beretta,Italia,261,"6,557,865",5.56mm,Semi-auto,Rifle,
Nuevo León,Secretaría de Seguridad Pública,,7/9/2012,9,7,2012,7070,Beretta,Italia,251,"6,114,269",5.56mm,Semi-auto,Rifle,
Nuevo León,Secretaría de Seguridad Pública,,7/9/2012,9,7,2012,7071,I.W.I.,Israel,28,"696,202",5.56mm,Automática,Fusil,
Nuevo León,Secretaría de Seguridad Pública,,26/9/2012,9,26,2012,8098,Beretta,Italia,417,"2,901,666",9mm,Semi-auto,Pistola,
Nuevo León,Procuraduría General de Justicia,,28/9/2012,9,28,2012,8106,Glock,Austria,50,"365,643",9mm,n.a.,Pistola,
Nuevo León,Secretaría de Seguridad Pública,,28/9/2012,9,28,2012,8096,Beretta,Italia,139,"993,888",9mm,Semi-auto,Pistola,
Nuevo León,Secretaría de Seguridad Pública,,28/9/2012,9,28,2012,8099,Beretta,Italia,636,"4,547,577",9mm,Semi-auto,Pistola,
Nuevo León,,,13/3/2013,3,13,2013,16389,Colt,Estados Unidos,90,"2,248,661",5.56mm,Automática,Carabina,
Nuevo León,,Policias municipales,15/3/2014,3,15,2014,19938,Beretta,Italia,49,"387,345",9mm,Semi-auto,Pistola,
Nuevo León,,Policias municipales,15/3/2014,3,15,2014,19936,I.W.I.,Israel,50,"1,242,287",5.56mm,Automática,Fusil,
Nuevo León,,Policias municipales,15/3/2014,3,15,2014,19937,Beretta,Italia,170,"1,343,824",9mm,Semi-auto,Pistola,
Nuevo León,,,15/3/2014,3,15,2014,19928,Beretta,Italia,640,"5,081,540",9mm,Semi-auto,Pistola,
Nuevo León,,,15/3/2014,3,15,2014,19928,Beretta,Italia,26,"703,293",5.56mm,Semi-auto,Rifle,
Nuevo León,,,15/3/2014,3,15,2014,19933,Beretta,Italia,24,"189,091",9mm,Semi-auto,Pistola,
Nuevo León,,,15/3/2014,3,15,2014,19935,Beretta,Italia,455,"1,212,962",5.56mm,Semi-auto,Rifle,
Nuevo León,,,15/3/2014,3,15,2014,19939,Beretta,Italia,126,"3,395,159",5.56mm,Semi-auto,Rifle,
Nuevo León,,Policias municipales,23/5/2014,5,23,2014,20348,Beretta,Italia,12,"187,582",9mm,Semi-auto,Pistola,costo poco legible
Nuevo León,Procuraduría General de Justicia,,21/7/2014,7,21,2014,20581,Beretta,Italia,250,"1,765,968",9mm,Semi-auto,Pistola,
Nuevo León,,,23/7/2014,7,23,2014,20586,Beretta,Italia,187,"5,058,303",5.56mm,Semi-auto,Rifle,
Nuevo León,Procuraduría General de Justicia,,22/8/2014,8,22,2014,20689,Beretta,Italia,250,"1,765,968",9mm,Semi-auto,Pistola,
Nuevo León,Procuraduría General de Justicia,,22/8/2014,8,22,2014,20690,Beretta,Italia,250,"1,878,093",9mm,Semi-auto,Pistola,
Nuevo León,Procuraduría General de Justicia,,22/8/2014,8,22,2014,20687,Glock,Austria,228,"1,784,242",9mm,n.a.,Pistola,
Nuevo León,,Policias municipales,22/8/2014,8,22,2014,20681,Beretta,Italia,5,"39,524",9mm,Semi-auto,Pistola,
Nuevo León,,,22/8/2014,8,22,2014,20680,Beretta,Italia,345,"9,332,163",5.56mm,Semi-auto,Rifle,
