Estado,Usuario_agencia_estatal,Usuario_municipal?,Fecha,Mes,Dia,Ano,Factura no.,Marca,Pais_origen_empresa,No_piezas,Costo_Pesos_Mex,Calibre,Semi_auto_auto_n_a,Tipo,Comentario
Baja California,Secretaria de Seguridad Publica,,21/3/2016,3,21,2016,23059,Colt,Estados Unidos,14,"395,040",5.56mm,Semi-auto,Carabina,
Baja California,Secretaria de Seguridad Publica,,21/3/2016,3,21,2016,23060,Colt,Estados Unidos,39,"1,224,902",5.56mm,Semi-auto,Carabina,
Baja California,Secretaria de Seguridad Publica,,21/3/2016,3,21,2016,23060,Glock,Austria,62,"570,415",".40""",n.a.,Pistola,
Baja California,Procuraduria General de Justicia,,23/3/2016,3,23,2016,23087,Glock,Austria,119,"1,184,905",9mm,n.a.,Pistola,
Baja California,Procuraduria General de Justicia,,6/3/2017,3,6,2017,570,Colt,Estados Unidos,40,"1,449,770",5.56mm,Semi-auto,Carabina,
Baja California,Procuraduria General de Justicia,,6/3/2017,3,6,2017,570,Glock,Austria,31,"358,186",9mm,n.a.,Pistola,
Baja California,Secretaria de Seguridad Publica,,6/3/2017,3,6,2017,569,Colt,Estados Unidos,18,"643,451",5.56mm,Semi-auto,Carabina,
Baja California,Secretaria de Seguridad Publica,,6/3/2017,3,6,2017,568,Beretta,Italia,150,"1,258,363",".40""",Automática,Pistola,
Baja California,Secretaria de Seguridad Publica,,6/3/2017,3,6,2017,568,Colt,Estados Unidos,16,"502,524",5.56mm,Semi-auto,Carabina,
Baja California,Procuraduria General de Justicia,,27/12/2017,12,27,2017,1385,Glock,Austria,51,"309,223",9mm,n.a.,Pistola,
Baja California,Secretaria de Seguridad Publica,,27/12/2017,12,27,2017,1383,Glock,Austria,42,"11,026",".40""",n.a.,Pistola,
Baja California,Secretaria de Seguridad Publica,,27/12/2017,12,27,2017,1383,I.W.I.,Israel,20,"45,404",5.56mm,Automática,Fusil,
Baja California Sur,Secretaria de Seguridad Publica,,31/1/2007,1,31,2007,1309,Beretta,Italia,155,"621,212",9mm,Semi-auto,Pistola,
Baja California Sur,Secretaria de Seguridad Publica,,31/1/2007,1,31,2007,1309,Bushmaster,Estados Unidos,30,"395,902",5.56mm,Semi-auto,Carabina,
Baja California Sur,Secretaria de Seguridad Publica,,31/1/2007,1,31,2007,1309,Heckler & Koch,Alemania,65,"566,630",7.62mm,Semi-auto,Fusil,
Baja California Sur,Secretaria de Seguridad Publica,,31/12/2007,12,31,2007,1716,Bushmaster,Estados Unidos,15,"194,581",5.56mm,Semi-auto,Carabina,
Baja California Sur,Secretaria de Seguridad Publica,,31/12/2007,12,31,2007,1716,Stoeger,Estados Unidos,100,"498,183",9mm,Semi-auto,Pistola,
Baja California Sur,Procuraduria General de Justicia,,14/5/2009,5,14,2009,2837,Beretta,Italia,18,"138,440",9mm,Semi-auto,Pistola,
Baja California Sur,Procuraduria General de Justicia,,14/5/2009,5,14,2009,2837,Bushmaster,Estados Unidos,9,"164,360",5.56mm,Semi-auto,Carabina,
Baja California Sur,Procuraduria General de Justicia,,14/5/2009,5,14,2009,2837,DPMS,Estados Unidos,9,"233,646",7.62mm,Automática,Carabina,
Baja California Sur,Procuraduria General de Justicia,,14/5/2009,5,14,2009,2837,Mossberg,Estados Unidos,2,"6,097",12 G.A.,n.a.,Escopeta,
Baja California Sur,,Policias municipales,30/6/2009,6,30,2009,3051,Beretta,Italia,43,"330,393",9mm,n.a.,Pistola,
Baja California Sur,,Policias municipales,30/6/2009,6,30,2009,3051,Bushmaster,Estados Unidos,13,"213,256",5.56mm,n.a.,Carabina,
Baja California Sur,,Policias municipales,30/6/2009,6,30,2009,3051,Combined Systems,Estados Unidos,1,"6,562",NA,n.a.,Lanzador simple,
Baja California Sur,,Policias municipales,30/6/2009,6,30,2009,3051,Heckler & Koch,Alemania,4,"115,251",9mm,n.a.,Pistola ametralladora,
Baja California Sur,,Policias municipales,30/6/2009,6,30,2009,3051,Mossberg,Estados Unidos,2,"6,065",12 G.A.,n.a.,Escopeta,
Baja California Sur,,Policias municipales,30/6/2009,6,30,2009,3051,Remington,Estados Unidos,1,"32,772",".308"" win",n.a.,Rifle,
Baja California Sur,Secretaria de Seguridad Publica,,21/9/2009,9,21,2009,3349,Beretta,Italia,21,"160,541",9mm,Semi-auto,Pistola,
Baja California Sur,Secretaria de Seguridad Publica,,12/10/2009,10,12,2009,3409,Bushmaster,Estados Unidos,45,"741,455",5.56mm,Semi-auto,Carabina,
Baja California Sur,Secretaria de Seguridad Publica,,12/10/2009,10,12,2009,3410,Beretta,Italia,20,"160,395",9mm,n.a.,Pistola,
Baja California Sur,Secretaria de Seguridad Publica,,12/10/2009,10,12,2009,3410,Beretta,Italia,10,"853,309",9mm,Semi-auto,Pistola,
Baja California Sur,Secretaria de Seguridad Publica,,12/10/2009,10,12,2009,3409,Bushmaster,Estados Unidos,3,"51,511",5.56mm,Semi-auto,Carabina,
Baja California Sur,Secretaria de Seguridad Publica,,12/10/2009,10,12,2009,3410,Heckler & Koch,Alemania,45,"1,001,231",5.56mm,Semi-auto,Fusil,
Baja California Sur,Procuraduria General de Justicia,,14/1/2010,1,14,2010,3833,Beretta,Italia,5,"38,456",9mm,Semi-auto,Pistola,
Baja California Sur,Procuraduria General de Justicia,,14/1/2010,1,14,2010,3833,Bushmaster,Estados Unidos,1,"18,266",5.56mm,Semi-auto,Carabina,
Baja California Sur,Procuraduria General de Justicia,,23/3/2010,3,23,2010,3961,Bushmaster,Estados Unidos,21,"347,510",".223"" rem",Semi-auto,Carabina,
Baja California Sur,Procuraduria General de Justicia,,23/3/2010,3,23,2010,3961,Glock,Austria,35,"247,977",9mm,n.a.,Pistola,
Baja California Sur,,Policias municipales,23/3/2010,3,23,2010,3959,Beretta,Italia,2,"14,539",9mm,n.a.,Pistola,
Baja California Sur,,Policias municipales,23/3/2010,3,23,2010,3962,Beretta,Italia,32,"236,427",9mm,n.a.,Pistola,
Baja California Sur,Secretaria de Seguridad Publica,,10/8/2010,8,10,2010,4553,Beretta,Italia,20,"160,392",".40""",Semi-auto,Pistola,
Baja California Sur,Secretaria de Seguridad Publica,,10/8/2010,8,10,2010,4552,Heckler & Koch,Alemania,41,"931,807",5.56mm,n.a.,Fusil,
Baja California Sur,Procuraduria General de Justicia,,23/11/2010,11,23,2010,5106,Bushmaster,Estados Unidos,10,"164,897",".223"" rem",Semi-auto,Carabina,
Baja California Sur,Secretaria de Seguridad Publica,,23/11/2010,11,23,2010,5111,Beretta,Italia,133,"955,386",9mm,n.a.,Pistola,
Baja California Sur,Secretaria de Seguridad Publica,,23/11/2010,11,23,2010,5111,Beretta,Italia,264,"2,017,778",9mm,Semi-auto,Pistola,
Baja California Sur,Secretaria de Seguridad Publica,,23/11/2010,11,23,2010,5111,Bushmaster,Estados Unidos,11,"197,696",".223"" rem",Automática,Carabina,
Baja California Sur,Secretaria de Seguridad Publica,,23/11/2010,11,23,2010,5109,Heckler & Koch,Alemania,4,"103,013",9mm,Semi-auto,Pistola ametralladora,
Baja California Sur,Secretaria de Seguridad Publica,,23/11/2010,11,23,2010,5109,Mossberg,Estados Unidos,2,"5,948",12 G.A.,n.a.,Escopeta,
Baja California Sur,,Policias municipales,23/11/2010,11,23,2010,5113,Beretta,Italia,10,"71,875",9mm,n.a.,Pistola,
Baja California Sur,,Policias municipales,23/11/2010,11,23,2010,5112,Colt,Estados Unidos,11,"264,173",".223"" rem",Semi-auto,Fusil,
Baja California Sur,,Policias municipales,23/11/2010,11,23,2010,5113,Heckler & Koch,Alemania,4,"107,810",9mm,Semi-auto,Pistola ametralladora,
Baja California Sur,,Policias municipales,10/12/2010,12,10,2010,5273,Heckler & Koch,Alemania,4,"103,013",9mm,Semi-auto,Pistola ametralladora,
Baja California Sur,,Policias municipales,10/12/2010,12,10,2010,5273,Mossberg,Estados Unidos,2,"5,948",12 G.A.,n.a.,Escopeta,
Baja California Sur,,Policias municipales,1/3/2011,3,1,2011,5775,I.W.I.,Israel,1,"142,626",7.62mm,Semi-auto,Rifle,
Baja California Sur,,Policias municipales,1/3/2011,3,1,2011,5779,Beretta,Italia,2,"39,311",5.56mm,Semi-auto,Rifle,
Baja California Sur,,Policias municipales,1/3/2011,3,1,2011,5779,Mossberg,Estados Unidos,2,"5,624",12 G.A.,n.a.,Escopeta,
Baja California Sur,,,1/3/2011,3,1,2011,5778,Beretta,Italia,122,"2,396,605",5.56mm,Semi-auto,Rifle,
Baja California Sur,,Policias municipales,21/7/2011,7,21,2011,186,Colt,Estados Unidos,13,"299,871",".223"" rem",Semi-auto,Carabina,
Baja California Sur,,Policias municipales,21/7/2011,7,21,2011,187,Colt,Estados Unidos,32,"738,144",".223"" rem",Semi-auto,Carabina,
Baja California Sur,,Policias municipales,21/7/2011,7,21,2011,188,Sako,Finlandia,1,"55,168",".308"" win",n.a.,Fusil,
Baja California Sur,Procuraduria General de Justicia,,13/1/2012,1,13,2012,1201,Beretta,Italia,10,"81,319",9mm,Semi-auto,Pistola,
Baja California Sur,Procuraduria General de Justicia,,13/1/2012,1,13,2012,1201,I.W.I.,Israel,25,"644,891",5.56mm,Automática,Fusil,
Baja California Sur,,Policias municipales,13/1/2012,1,13,2012,1196,Glock,Austria,43,"328,043",9mm,n.a.,Pistola,
Baja California Sur,,Policias municipales,13/1/2012,1,13,2012,1197,Glock,Austria,39,"297,528",9mm,n.a.,Pistola,
Baja California Sur,Secretaria de Seguridad Pública,,27/6/2012,6,27,2012,3837,Beretta,Italia,123,"916,510",9mm,Semi-auto,Pistola,
Baja California Sur,Secretaria de Seguridad Pública,,27/6/2012,6,27,2012,3838,I.W.I.,Israel,30,"807,953",5.56mm,Automática,Fusil,
Baja California Sur,,Policias municipales,27/6/2012,6,27,2012,3839,Glock,Austria,29,"221,239",9mm,n.a.,Pistola,
Baja California Sur,,,31/12/2012,12,31,2012,12958,Beretta,Italia,40,"647,044",9mm,Semi-auto,Pistola,
Baja California Sur,,,31/12/2012,12,31,2012,12958,Beretta,Italia,50,"359,906",9mm,Semi-auto,Pistola,
Baja California Sur,Procuraduria General de Justicia,,30/8/2013,8,30,2013,18918,I.W.I.,Israel,8,"206,365",5.56mm,Automática,Fusil,
Baja California Sur,Secretaria de Seguridad Publica,,30/8/2013,8,30,2013,18914,Bushmaster,Estados Unidos,110,"2,183,099",5.56mm,Semi-auto,Carabina,
Baja California Sur,,,30/8/2013,8,30,2013,18912,Bushmaster,Estados Unidos,23,"456,466",5.56mm,Semi-auto,Carabina,
Baja California Sur,Procuraduria General de Justicia,,4/2/2014,2,4,2014,19715,I.W.I.,Israel,41,"1,458,771",5.56mm,Automática,Fusil,
Baja California Sur,Procuraduria General de Justicia,,4/2/2014,2,4,2014,19715,Benelli,Italia,15,"414,095",12 G.A.,Semi-auto,Escopeta,
Baja California Sur,Procuraduria General de Justicia,,4/2/2014,2,4,2014,19715,Beretta,Italia,53,"421,037",9mm,Semi-auto,Pistola,
Baja California Sur,Procuraduria General de Justicia del Estado,,28/5/2014,5,28,2014,20371,Sako,Finlandia,2,"135,291",".308"" win",n.a.,Fusil,
Baja California Sur,,Policias municipales,11/11/2014,11,11,2014,21004,Defense Technology,Estados Unidos,1,"6,930",NA,n.a.,Lanzador sencillo,
Baja California Sur,,,21/9/2015,9,21,2015,22292,Beretta,Italia,24,"180,192",9mm,Semi-auto,Pistola,
Baja California Sur,,,21/9/2015,9,21,2015,22293,Beretta,Italia,10,"75,036",9mm,Semi-auto,Pistola,
Baja California Sur,,,21/9/2015,9,21,2015,22296,Beretta,Italia,11,"82,540",9mm,Semi-auto,Pistola,
Baja California Sur,,,21/9/2015,9,21,2015,22297,Beretta,Italia,20,"147,194",9mm,Semi-auto,Pistola,
Baja California Sur,,,21/9/2015,9,21,2015,22292,Colt,Estados Unidos,25,"644,891",5.56mm,Semi-auto,Carabina,
Baja California Sur,,,21/9/2015,9,21,2015,22296,DSA,Estados Unidos,30,"506,391",5.56mm,Semi-auto,Carabina,
Baja California Sur,Secretaria de Seguridad Publica,,27/3/2016,3,27,2016,23092,DSA,Estados Unidos,4,"67,519",5.56mm,Semi-auto,Carabina,
Baja California Sur,Secretaria de Seguridad Publica,,27/3/2016,3,27,2016,23093,DSA,Estados Unidos,26,"439,189",5.56mm,Semi-auto,Carabina,
Baja California Sur,,,9/3/2017,3,9,2017,583,DSA,Estados Unidos,3,"50,676",5.56mm,Semi-auto,Carabina,
Baja California Sur,,,29/12/2017,12,29,2017,1387,Beretta,Italia,20,"160,950",9mm,Semi-auto,Pistola,
Baja California Sur,,,29/12/2017,12,29,2017,1387,Beretta,Italia,114,"1,067,281",9mm,Semi-auto,Pistola,
Baja California Sur,,,29/12/2017,12,29,2017,1387,Hatsan,Turquía,13,"145,471",12 G.A.,Semi-auto,Escopeta,
Baja California Sur,,,29/12/2017,12,29,2017,1387,Hatsan,Turquía,9,"100,711",12 G.A.,Semi-auto,Escopeta,
Baja California Sur,,Policias municipales,24/7/2018,7,24,2018,1928,Colt,Estados Unidos,22,"781,735",5.56mm,Semi-auto,Carabina,
Baja California Sur,,,24/7/2018,7,24,2018,1926,Beretta,Italia,56,"450,660",9mm,Semi-auto,Pistola,
Baja California Sur,,,24/7/2018,7,24,2018,1929,Beretta,Italia,35,"356,532",9mm,Semi-auto,Pistola,
Baja California Sur,,,24/7/2018,7,24,2018,1926,DSA,Estados Unidos,129,"2,169,619",5.56mm,Automática,Fusil,
Baja California Sur,,,24/7/2018,7,24,2018,1926,DSA,Estados Unidos,5,"84,094",5.56mm,Automática,Fusil,
Baja California Sur,,,24/7/2018,7,24,2018,1926,DSA,Estados Unidos,5,"208,553",7.62mm,Automática,Fusil,
Baja California Sur,,,24/7/2018,7,24,2018,1926,DSA,Estados Unidos,5,"208,553",7.62mm,Semi-auto,Fusil,
Baja California Sur,,Policias municipales,10/8/2018,8,10,2018,1964,Beretta,Italia,35,"356,532",9mm,Semi-auto,Pistola,
Campeche,Procuraduria General de Justicia,,1/6/2007,6,1,2007,1452,Heckler & Koch,Alemania,23,"179,983",9mm,n.a.,Pistola,
Campeche,Secretaría de Seguridad Pública,,2/6/2007,6,2,2007,1453,Beretta,Italia,120,"773,736",9mm,n.a.,Pistola,
Campeche,Secretaría de Seguridad Pública,,2/6/2007,6,2,2007,1453,Heckler & Koch,Alemania,120,"2,017,477",5.56mm,Semi-auto,Fusil,
Campeche,Secretaría de Seguridad Pública,,8/8/2007,8,8,2007,1504,Beretta,Italia,120,"773,736",9mm,n.a.,Pistola,
Campeche,Secretaría de Seguridad Pública,,8/8/2007,8,8,2007,1504,Heckler & Koch,Alemania,120,"2,017,477",5.56mm,Semi-auto,Fusil,
Campeche,Secretaría de Seguridad Pública,,31/8/2007,8,31,2007,1543,Beretta,Italia,3,"37,851",5.56mm,n.a.,Rifle de asalto,
Campeche,Secretaría de Seguridad Pública,,31/8/2007,8,31,2007,1543,Beretta,Italia,120,"773,736",9mm,Semi-auto,Pistola,
Campeche,Secretaría de Seguridad Pública,,23/11/2007,11,23,2007,1669,Beretta,Italia,80,"991,411",5.56mm,n.a.,Rifle de asalto,
Campeche,Procuraduría General de Justicia,,5/3/2008,3,5,2008,1833,Glock,Austria,32,"183,429",9mm,n.a.,Pistola,
Campeche,Procuraduría General de Justicia,,23/4/2008,4,23,2008,1905,Beretta,Italia,9,"110,119",5.56mm,n.a.,Rifle de asalto,
Campeche,Procuraduría General de Justicia,,23/4/2008,4,23,2008,1904,Glock,Austria,5,"28,401",9mm,n.a.,Pistola,
Campeche,Secretaría de Seguridad Pública,,30/6/2008,6,30,2008,1999,Beretta,Italia,260,"3,058,647",5.56mm,n.a.,Fusil,Fusil de asalto
Campeche,Procuraduría General de Justicia,,29/12/2008,12,29,2008,2399,Colt,Estados Unidos,42,"995,799",5.56mm,n.a.,Carabina,
Campeche,Procuraduría General de Justicia,,29/12/2008,12,29,2008,2400,Glock,Austria,30,"223,943",9mm,n.a.,Pistola,
Campeche,Procuraduría General de Justicia,,28/1/2009,1,28,2009,2514,Colt,Estados Unidos,42,"995,799",5.56mm,n.a.,Carabina,
Campeche,Procuraduría General de Justicia,,28/1/2009,1,28,2009,2513,Glock,Austria,30,"223,943",9mm,n.a.,Pistola,
Campeche,Secretaría de Seguridad Pública,,8/4/2009,4,8,2009,2724,Beretta,Italia,100,"1,666,944",5.56mm,n.a.,Fusil,Fusil de asalto
Campeche,Secretaría de Seguridad Pública,,8/4/2009,4,8,2009,2724,Beretta,Italia,100,"832,805",9mm,Semi-auto,Pistola,
Campeche,Secretaría de Seguridad Pública,,8/4/2009,4,8,2009,2724,Colt,Estados Unidos,2,"43,736",".223"" rem",Semi-auto,Fusil,
Campeche,Secretaría de Seguridad Pública,,8/4/2009,4,8,2009,2724,Glock,Austria,10,"77,034",9mm,n.a.,Pistola,
Campeche,Secretaría de Seguridad Pública,,8/4/2009,4,8,2009,2724,Heckler & Koch,Alemania,7,"205,456",9mm,Automática,Pistola ametralladora,
Campeche,Secretaría de Seguridad Pública,,8/4/2009,4,8,2009,2724,Remington,Estados Unidos,1,"18,330",".223"" rem",n.a.,Rifle,
Campeche,Secretaría de Seguridad Pública,,21/5/2009,5,21,2009,4155,I.W.I.,Israel,2,"42,735",5.56mm,Semi-auto,Fusil,Fusil de asalto
Campeche,Secretaría de Seguridad Pública,,21/5/2009,5,21,2009,4155,Beretta,Italia,1,"27,390",5.56mm,Automática,Fusil,
Campeche,Procuraduría General de Justicia,,17/11/2010,11,17,2010,5041,Glock,Austria,30,"214,998",9mm,n.a.,Pistola,
Campeche,Secretaría de Seguridad Pública,,17/11/2010,11,17,2010,5063,Colt,Estados Unidos,25,"529,921",".223"" rem",Semi-auto,Carabina,
Campeche,Secretaría de Seguridad Pública,,12/10/2011,10,12,2011,653,Colt,Estados Unidos,44,"945,115",".223"" rem",Semi-auto,Carabina,
Campeche,,Policias municipales,28/8/2012,8,28,2012,6549,Bushmaster,Estados Unidos,11,"170,062",5.56mm,Semi-auto,Carabina,
Campeche,,Policias municipales,22/5/2013,5,22,2013,18330,Bushmaster,Estados Unidos,35,"665,319",5.56mm,Semi-auto,Carabina,
Campeche,,,14/2/2014,2,14,2014,19842,Beretta,Italia,184,"1,276,718",9mm,Semi-auto,Pistola,
Campeche,,,14/2/2014,2,14,2014,19841,Colt,Estados Unidos,66,"1,555,908",5.56mm,Semi-auto,Carabina,
Campeche,,,14/2/2014,2,14,2014,19843,Colt,Estados Unidos,2,"47,148",5.56mm,Semi-auto,Carabina,
Campeche,,,6/2/2015,2,6,2015,21294,Colt,Estados Unidos,44,"945,115",".223"" rem",Semi-auto,Carabina,
Campeche,,,6/2/2015,2,6,2015,21295,Colt,Estados Unidos,44,"945,115",".223"" rem",Semi-auto,Carabina,
Campeche,,,25/5/2015,5,25,2015,21874,Glock,Austria,38,"307,526",9mm,n.a.,Pistola,
Campeche,,Policias municipales,25/11/2015,11,25,2015,22608,Beretta,Italia,23,"176,798",9mm,Semi-auto,Pistola,
Campeche,,,25/11/2015,11,25,2015,22607,Colt,Estados Unidos,50,"1,151,735",5.56mm,Semi-auto,Carabina,
Campeche,,Policias municipales,23/3/2016,3,23,2016,23081,Colt,Estados Unidos,3,"89,257",5.56mm,Semi-auto,Carabina,
Campeche,,,28/12/2018,12,28,2018,2402,Glock,Austria,45,"467,353",9mm,n.a.,Pistola,
CDMX,Secretaria de Seguridad Publica,,21/7/2004,7,21,2004,24,Mossberg,Estados Unidos,112,"293,105",12 G.A.,n.a.,Escopeta,
CDMX,Secretaria de Seguridad Publica,,22/1/2007,1,22,2007,1298,Combined Systems,Estados Unidos,1,"5,089",NA,n.a.,Lanzador,
CDMX,,,2/5/2007,5,2,2007,1413,Glock,Austria,4538,"25,918,394",9mm,n.a.,Pistola,
CDMX,,,1/11/2007,11,1,2007,1646,Glock,Austria,72,"405,619",9mm,n.a.,Pistola,
CDMX,,,20/5/2008,5,20,2008,1936,Glock,Austria,500,"2,736,394",9mm,n.a.,Pistola,
CDMX,Secretaria de Seguridad Publica,,15/8/2008,8,15,2008,2085,Glock,Austria,5222,NA,9mm,n.a.,Pistola,"""esta factura cancela a la DGIM2015"""
CDMX,Secretaria de Seguridad Publica,,15/8/2008,8,15,2008,2085,Smith & Wesson,Estados Unidos,700,NA,5.56mm,Semi-auto,Rifle,"""esta factura cancela a la DGIM2015"""
CDMX,Secretaria de Seguridad Publica,,17/10/2008,10,17,2008,1144,Glock,Austria,583,"3,338,515",9mm,n.a.,Pistola,
CDMX,Secretaria de Seguridad Publica,,5/12/2008,12,5,2008,2346,Glock,Austria,100,NA,9mm,n.a.,Pistola,"""esta factura cancela a la DGIM2272"""
CDMX,Secretaria de Seguridad Publica,,5/12/2008,12,5,2008,2348,Smith & Wesson,Estados Unidos,94,"1,344,664",5.56mm,Semi-auto,Rifle,
CDMX,Secretaria de Seguridad Publica,,1/2/2009,2,1,2009,2542,Mendoza,México,50,"452,347",9mm,Automática,Subametralladora,
CDMX,Secretaria de Seguridad Publica,,1/2/2009,2,1,2009,2542,Mendoza,México,50,"452,347",9mm,Automática,Subametralladora,
CDMX,Secretaria de Seguridad Publica,,28/2/2009,2,28,2009,2609,Smith & Wesson,Estados Unidos,12,NA,5.56mm,Semi-auto,Rifle,"""primer pago por la compra de material que a continuacion se describe"""
CDMX,Procuraduria General de Justicia,,30/9/2009,9,30,2009,3372,Glock,Austria,800,"5,992,790",9mm,n.a.,Pistola,
CDMX,Secretaria de Seguridad Publica,,14/4/2010,4,14,2010,4037,Heckler & Koch,Alemania,60,"1,863,967",9mm,Semi-auto,Pistola ametralladora,
CDMX,Secretaria de Seguridad Publica,,14/4/2010,4,14,2010,4037,Heckler & Koch,Alemania,181,"4,889,538",9mm,Automática,Pistola ametralladora,
CDMX,,,2/8/2011,8,2,2011,255,Glock,Austria,574,"3,770,319",9mm,n.a.,Pistola,
CDMX,,,2/8/2011,8,2,2011,255,I.W.I.,Israel,103,"3,763,826",5.56mm,Automática,Fusil,
CDMX,,,2/8/2011,8,2,2011,255,I.W.I.,Israel,248,"5,579,752",5.56mm,Automática,Fusil,
CDMX,,,8/9/2011,9,8,2011,407,I.W.I.,Israel,8,"179,992",5.56mm,Automática,Fusil,
CDMX,,,16/3/2012,3,16,2012,1617,I.W.I.,Israel,56,"2,281,318",5.56mm,Automática,Fusil,
CDMX,,,16/3/2012,3,16,2012,1617,I.W.I.,Israel,106,"3,383,933",5.56mm,Automática,Fusil,
CDMX,,,20/4/2012,4,20,2012,855,Glock,Austria,500,"3,806,500",9mm,n.a.,Pistola,
CDMX,,,24/4/2012,4,24,2012,995,Glock,Austria,334,"2,446,320",9mm,n.a.,Pistola,
CDMX,Procuraduria General de Justicia,,4/5/2012,5,4,2012,1477,Glock,Austria,527,"4,026,115",9mm,n.a.,Pistola,
CDMX,Secretaria de Seguridad Publica,,12/7/2012,7,12,2012,4543,I.W.I.,Israel,62,"2,717,599",5.56mm,Automática,Fusil,
CDMX,Secretaria de Seguridad Publica,,12/7/2012,7,12,2012,4545,I.W.I.,Israel,11,"1,928,619",5.56mm,Automática,Fusil,
CDMX,Secretaria de Seguridad Publica,,28/8/2012,8,28,2012,6531,Glock,Austria,470,"3,475,650",9mm,n.a.,Pistola,
CDMX,Secretaria de Seguridad Publica,,28/8/2012,8,28,2012,6530,I.W.I.,Israel,108,"4,443,120",5.56mm,Automática,Fusil,
CDMX,Secretaria de Seguridad Publica,,17/9/2012,9,17,2012,7523,Glock,Austria,3,"21,891",9mm,n.a.,Pistola,
CDMX,Secretaria de Seguridad Publica,,17/9/2012,9,17,2012,7523,Glock,Austria,3,"21,891",9mm,n.a.,Pistola,
CDMX,Secretaria de Seguridad Publica,,17/9/2012,9,17,2012,7523,I.W.I.,Israel,1,"40,595",5.56mm,Automática,Fusil,
CDMX,Secretaria de Seguridad Publica,,17/9/2012,9,17,2012,7523,I.W.I.,Israel,1,"40,595",5.56mm,Automática,Fusil,
CDMX,Secretaria de Seguridad Publica,,6/11/2012,11,6,2012,10196,Glock,Austria,8,"56,724",9mm,n.a.,Pistola,
CDMX,Secretaria de Seguridad Publica,,6/11/2012,11,6,2012,10201,Glock,Austria,541,"4,701,855",9mm,n.a.,Pistola,
CDMX,Secretaria de Seguridad Publica,,6/11/2012,11,6,2012,10194,I.W.I.,Israel,2,"78,892",5.56mm,Automática,Fusil,
CDMX,Secretaria de Seguridad Publica,,6/11/2012,11,6,2012,10197,I.W.I.,Israel,134,"4,284,154",5.56mm,Semi-auto,Fusil,
